address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Townhouse for sale, 27000 N Alma School Pkwy UNIT 1013, Scottsdale, AZ 85262, $685,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,"$3,512",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$345/mo,https://www.zillow.com/homedetails/27000-N-Alma-School-Pkwy-UNIT-1013-Scottsdale-AZ-85262/88789672_zpid/,Allan MacDonald - The MacDonald Team,(480) 220-9724,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,3,3,"$685,000","$2,185",$388/mo,"2,379",Townhouse for sale,"$2,991","$680,095"
"Foreclosure, 99 Yawpo Ave, Oakland, NJ 07436, $124,900",https://www.greatschools.org/school?id=01444&state=NJ,Dogwood Hill Elementary School,7,$772,https://www.greatschools.org/school?id=01447&state=NJ,Valley Middle School,7,$0/mo,https://www.zillow.com/homedetails/99-Yawpo-Ave-Oakland-NJ-07436/37980852_zpid/,Gaspar Cristina,(646) 600-9542,https://www.greatschools.org/school?id=01447&state=NJ,Valley Middle School,7,2,3,"$124,900","$11,261",$216/mo,"1,620",Foreclosure,"$2,950",
"House for sale, 351 Hazel Ave, Garwood, NJ 07027, $375,000",https://www.greatschools.org/school?id=00655&state=NJ,Lincoln/Franklin Elementary School,5,"$2,243",,,,$0/mo,https://www.zillow.com/homedetails/351-Hazel-Ave-Garwood-NJ-07027/40003334_zpid/,Amanda Nadia Abdelsayed,(973) 539-1120,,,,2,4,"$375,000","$8,409",$741/mo,"1,800",House for sale,"$2,100","$368,008"
"Foreclosure, 11433 141st St, Jamaica, NY 11436, $280,000",https://www.greatschools.org/school?id=02412&state=NY,Ps 123,4,"$1,376",https://www.greatschools.org/school?id=01992&state=NY,Jhs 226 Virgil I Grisson,3,$0/mo,https://www.zillow.com/homedetails/11433-141st-St-Jamaica-NY-11436/32180838_zpid/,Eric Lee,(646) 619-7424,https://www.greatschools.org/school?id=01992&state=NY,Jhs 226 Virgil I Grisson,5,2,4,"$280,000","$5,782",$196/mo,"2,300",Foreclosure,"$2,299","$274,892"
"House for sale, 19129 Hillside Ave, Hollis, NY 11423, $525,000",https://www.greatschools.org/school?id=02138&state=NY,P.S. 35 Nathaniel Woodhull,4,"$2,581",https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,$0/mo,https://www.zillow.com/homedetails/19129-Hillside-Ave-Hollis-NY-11423/143590496_zpid/,joshua harris,(718) 845-4000,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,2,3,"$525,000","$8,711",$368/mo,"1,909",House for sale,"$2,200","$518,456"
"House for sale, 33 Springhurst Park, Dobbs Ferry, NY 10522, $655,000",https://www.greatschools.org/school?id=00695&state=NY,Springhurst Elementary School,8,"$4,232",https://www.greatschools.org/school?id=00696&state=NY,Dobbs Ferry Middle School,8,$462/mo,https://www.zillow.com/homedetails/33-Springhurst-Park-Dobbs-Ferry-NY-10522/33020164_zpid/,James Mulvey Jr.,(914) 447-6422,https://www.greatschools.org/school?id=00696&state=NY,Dobbs Ferry Middle School,7,4,4,"$655,000",--,"$1,075/mo","2,609",House for sale,"$2,900/mo","$642,973"
"Co-op for sale, 145-146 Central Park West Phc, New York, NY 10023, $50,000,000",https://www.greatschools.org/school?id=08186&state=NY,The Anderson School,9,"$268,179",https://www.greatschools.org/school?id=06255&state=NY,Ms 245 The Computer School,2,"$21,058/mo",https://www.zillow.com/homedetails/145-146-Central-Park-West-Phc-New-York-NY-10023/2082168921_zpid/,J. Roger Erickson,(212) 303-5353,https://www.greatschools.org/school?id=06255&state=NY,Ms 245 The Computer School,9,6,6,"$50,000,000",,"$36,667/mo",--,Co-op for sale,"$33,458/mo","$43,022,886"
"Foreclosure, 19 Normandy Dr, Princeton Junction, NJ 08550, $142,900",,,,,,,,,https://www.zillow.com/homedetails/19-Normandy-Dr-Princeton-Junction-NJ-08550/64523184_zpid/,,,,,,2,3,"$142,900",,,"1,219",Foreclosure,,
"Townhouse for sale, 6217 E Catalina Dr, Scottsdale, AZ 85251, $399,500",,,,,,,,,https://www.zillow.com/homedetails/6217-E-Catalina-Dr-Scottsdale-AZ-85251/7567541_zpid/,,,,,,2,2,"$399,500",,,"2,014",Townhouse for sale,,
"House for sale, 26880 N 59th St, Scottsdale, AZ 85266, $674,900",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$3,121",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/26880-N-59th-St-Scottsdale-AZ-85266/59266532_zpid/,Wesley Evans,(480) 685-2760,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3.5,4,"$674,900","$2,938",$382/mo,"2,875",House for sale,"$3,200","$659,939"
"House for sale, 11995 N 139th Pl, Scottsdale, AZ 85259, $900,000",https://www.greatschools.org/school?id=00390&state=AZ,Anasazi Elementary School,9,"$4,274",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$113/mo,https://www.zillow.com/homedetails/11995-N-139th-Pl-Scottsdale-AZ-85259/8045868_zpid/,Kim Schick,(480) 560-7937,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,8,4,4,"$900,000","$5,147",$510/mo,"3,736",House for sale,"$4,900/mo","$867,685"
"House for sale, 11317 N 128th Pl, Scottsdale, AZ 85259, $575,000",,,,,,,,,https://www.zillow.com/homedetails/11317-N-128th-Pl-Scottsdale-AZ-85259/8046279_zpid/,,,,,,2.5,4,"$575,000",,,"3,948",House for sale,,
"House for sale, 14116 N 109th St, Scottsdale, AZ 85255, $975,000",https://www.greatschools.org/school?id=00574&state=AZ,Desert Canyon Elementary School,10,"$4,554",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$46/mo,https://www.zillow.com/homedetails/14116-N-109th-St-Scottsdale-AZ-85255/50180161_zpid/,The Holm Group,(480) 794-1694,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,4,7,"$975,000","$5,665",$553/mo,"4,098",House for sale,"$5,500/mo","$947,962"
"House for sale, 9900 E Jasmine Dr, Scottsdale, AZ 85260, $849,000",https://www.greatschools.org/school?id=00574&state=AZ,Desert Canyon Elementary School,10,"$4,020",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$94/mo,https://www.zillow.com/homedetails/9900-E-Jasmine-Dr-Scottsdale-AZ-85260/81984932_zpid/,Kelly Cook Real Estate Group,(480) 442-9868,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,3,5,"$849,000","$3,232",$481/mo,"3,264",House for sale,"$3,499/mo","$831,459"
"New construction, 28624 N 147th Pl, Scottsdale, AZ, $489,900",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,"$2,274",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/28624-N-147th-Pl-Scottsdale-AZ-85262/2082066942_zpid/,Kurtis Forstie,(623) 236-1414,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,3,4,"$489,900",,$278/mo,"2,451",New construction,"$2,500","$478,450"
"Townhouse for sale, 9070 E Gary Rd UNIT 147, Scottsdale, AZ 85260, $350,000",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,9,"$1,940",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$316/mo,https://www.zillow.com/homedetails/9070-E-Gary-Rd-UNIT-147-Scottsdale-AZ-85260/8064124_zpid/,Jaysen Morse,(602) 714-7000,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,2.5,2,"$350,000","$1,498",$198/mo,"1,247",Townhouse for sale,"$1,795","$343,085"
"Condo for sale, 5 Circuit Rd # 7A1, New Rochelle, NY 10805, $299,999",,,,,,,,,https://www.zillow.com/homedetails/5-Circuit-Rd-7A1-New-Rochelle-NY-10805/2083351611_zpid/,,,,,,2,3,"$299,999",,,"1,385",Condo for sale,,
"House for sale, 2 William St, Bloomfield, NJ 07003, $284,500",https://www.greatschools.org/school?id=00142&state=NJ,Brookdale Elementary School,8,"$1,735",https://www.greatschools.org/school?id=00140&state=NJ,Bloomfield Middle School,3,$0/mo,https://www.zillow.com/homedetails/2-William-St-Bloomfield-NJ-07003/38633982_zpid/,Justin Kiliszek - Team,(973) 467-6767,https://www.greatschools.org/school?id=00140&state=NJ,Bloomfield Middle School,5,2,4,"$284,500","$7,828",$595/mo,"1,416",House for sale,"$2,250/mo","$387,657"
"House for sale, 1091 Kings Ave, Bensalem, PA 19020, $259,900",https://www.greatschools.org/school?id=00219&state=PA,Cornwells El School,6,"$1,365",https://www.greatschools.org/school?id=00228&state=PA,Robert K Shafer Middle School,4,$0/mo,https://www.zillow.com/homedetails/1091-Kings-Ave-Bensalem-PA-19020/8948651_zpid/,Frederick Houser,(215) 504-7500,https://www.greatschools.org/school?id=00228&state=PA,Robert K Shafer Middle School,5,2,4,"$259,900","$3,988",$329/mo,"2,644",House for sale,"$2,200","$255,179"
"House for sale, 5868 E Bent Tree Dr, Scottsdale, AZ 85266, $879,990",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$4,169",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$100/mo,https://www.zillow.com/homedetails/5868-E-Bent-Tree-Dr-Scottsdale-AZ-85266/7984616_zpid/,Francia Dennis,(602) 230-7600,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3.5,5,"$879,990","$3,565",$499/mo,"4,701",House for sale,"$5,000/mo","$854,958"
"House for sale, 10182 E Cactus Rd, Scottsdale, AZ 85260, $2,088,000",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,7,"$9,655",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$0/mo,https://www.zillow.com/homedetails/10182-E-Cactus-Rd-Scottsdale-AZ-85260/59267252_zpid/,The Van Dyke Group,(480) 792-9500,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,8,4.5,4,"$2,088,000","$11,027","$1,183/mo","5,520",House for sale,"$8,500","$1,983,449"
"House for sale, 8100 E Camelback Rd # 106, Scottsdale, AZ 85251, $599,000",,,,,,,,,https://www.zillow.com/homedetails/8100-E-Camelback-Rd-106-Scottsdale-AZ-85251/7843493_zpid/,,,,,,3,4,"$599,000",,,"2,344",House for sale,,
"House for sale, 8539 E Cactus Wren Cir, Scottsdale, AZ 85266, $925,000",https://www.greatschools.org/school?id=00454&state=AZ,Black Mountain Elementary School,9,"$4,366",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$89/mo,https://www.zillow.com/homedetails/8539-E-Cactus-Wren-Cir-Scottsdale-AZ-85266/8033873_zpid/,Rebecca M Norton,(480) 585-0101,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3.5,4,"$925,000","$3,931",$524/mo,"4,410",House for sale,"$5,400/mo","$895,665"
"Pre-foreclosure / Auction, 31005 N 160th St, Scottsdale, AZ 85262, Estimate $687,059",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,"$3,177",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/31005-N-160th-St-Scottsdale-AZ-85262/81987109_zpid/,,,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,5,5, ,"$2,856",$389/mo,"4,500",Pre-foreclosure / Auction,,"$687,059"
"House for sale, 10659 E Carol Ave, Scottsdale, AZ 85258, $929,000",,,,,,,,,https://www.zillow.com/homedetails/10659-E-Carol-Ave-Scottsdale-AZ-85258/8054764_zpid/,,,,,,3.5,4,"$929,000",,,"4,250",House for sale,,
"Apartment for sale, 41 W 130th St, New York, NY 10037, $1,450,000",,,,,,,,,https://www.zillow.com/homedetails/41-W-130th-St-New-York-NY-10037/2081617875_zpid/,,,,,,4,15,"$1,450,000",,,"4,800",Apartment for sale,,
"Townhouse for sale, 5119 N 83rd St, Scottsdale, AZ 85250, $325,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$1,758",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$250/mo,https://www.zillow.com/homedetails/5119-N-83rd-St-Scottsdale-AZ-85250/7842886_zpid/,Brett Tanner Home Selling Team,(602) 635-1953,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2.5,2,"$325,000","$1,114",$184/mo,"1,752",Townhouse for sale,"$1,930","$322,923"
"Co-op for sale, 1170 Ocean Pkwy APT 7A, Brooklyn, NY 11230, $99,000",https://www.greatschools.org/school?id=02343&state=NY,Ps 99 Isaac Asimov,6,"$1,539",https://www.greatschools.org/school?id=01954&state=NY,Edward R Murrow High School,,"$1,067/mo",https://www.zillow.com/homedetails/1170-Ocean-Pkwy-APT-7A-Brooklyn-NY-11230/79713438_zpid/,Stephen DiBrienza,(718) 435-0281,https://www.greatschools.org/school?id=01954&state=NY,Edward R Murrow High School,3,1,Studio,"$99,000",--,$54/mo,500,Co-op for sale,"$1,850/mo","$95,072"
"House for sale, 124 Slocum Cres, Flushing, NY 11375, $3,275,000",https://www.greatschools.org/school?id=02349&state=NY,Ps 101 School In The Gardens,9,"$16,077",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$0/mo,https://www.zillow.com/homedetails/124-Slocum-Cres-Flushing-NY-11375/32004986_zpid/,Rachel Borut,(718) 819-4139,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,5,5,"$3,275,000","$24,812","$2,293/mo","3,482",House for sale,"$2,650","$3,056,629"
"House for sale, 49 Union St, Jersey City, NJ 07304, $500,000",https://www.greatschools.org/school?id=00886&state=NJ,Number 14 Elementary School,2,"$2,878",https://www.greatschools.org/school?id=03416&state=NJ,Liberty High School,,$0/mo,https://www.zillow.com/homedetails/49-Union-St-Jersey-City-NJ-07304/38916876_zpid/,Daniel Fleisher,Liberty Realty LLC,https://www.greatschools.org/school?id=03416&state=NJ,Liberty High School,7,3,5,"$500,000","$3,577",$875/mo,"1,680",House for sale,"$2,150/mo","$491,233"
"House for sale, 3706 Bayview Ave, Brooklyn, NY 11224, $649,000",,,,,,,,,https://www.zillow.com/homedetails/3706-Bayview-Ave-Brooklyn-NY-11224/30732239_zpid/,,,,,,2,4,"$649,000",,,"1,520",House for sale,,
"Condo for sale, 61 Grand St APT 3M, Jersey City, NJ 07302, $1,175,000",https://www.greatschools.org/school?id=00902&state=NJ,Cornelia F. Bradford No. 16 Elementary School,9,"$7,366",https://www.greatschools.org/school?id=00899&state=NJ,Rafael De J. Cordero No. 37 Elementary School,7,$578/mo,https://www.zillow.com/homedetails/61-Grand-St-APT-3M-Jersey-City-NJ-07302/2112384668_zpid/,Joelle Chilazi,(646) 705-1512,https://www.greatschools.org/school?id=00899&state=NJ,Rafael De J. Cordero No. 37 Elementary School,4,2,2,"$1,175,000",,"$2,056/mo","1,511",Condo for sale,"$4,240/mo","$1,111,123"
"House for sale, 11 Fishkill Rd, Hopewell Junction, NY 12533, $179,950",https://www.greatschools.org/school?id=03957&state=NY,Myers Corners School,3,"$1,110",https://www.greatschools.org/school?id=03961&state=NY,Van Wyck Junior High School,7,$0/mo,https://www.zillow.com/homedetails/11-Fishkill-Rd-Hopewell-Junction-NY-12533/30098227_zpid/,brian Smith,(845) 486-1100,https://www.greatschools.org/school?id=03961&state=NY,Van Wyck Junior High School,6,2,4,"$179,950",--,$324/mo,"2,228",House for sale,"$2,500","$338,411"
"Condo for sale, 15 W 53rd St, New York, NY 10019, $35,000,000",https://www.greatschools.org/school?id=02378&state=NY,Ps 111 Adolph S Ochs,5,"$192,994",https://www.greatschools.org/school?id=06273&state=NY,Life Sciences Secondary School,8,"$20,009/mo",https://www.zillow.com/homedetails/15-W-53rd-St-New-York-NY-10019/31527092_zpid/,Roberta Golubock,(212) 606-7704,https://www.greatschools.org/school?id=06273&state=NY,Life Sciences Secondary School,2,15,7,"$35,000,000",--,"$25,667/mo","14,000",Condo for sale,"$19,000/mo","$30,127,360"
"Townhouse for sale, 7 Sutton Sq, New York, NY 10022, $29,500,000",,,,,,,,,https://www.zillow.com/homedetails/7-Sutton-Sq-New-York-NY-10022/31533213_zpid/,,,,,,11,5,"$29,500,000",,,"9,600",Townhouse for sale,,
"Condo for sale, 530 E 159th St APT 43, Bronx, NY 10451, $115,000",https://www.greatschools.org/school?id=07697&state=NY,Ps 157 Grove Hill,4,$577,https://www.greatschools.org/school?id=01840&state=NY,Hostos-Lincoln Academy of Science,,$0/mo,https://www.zillow.com/homedetails/530-E-159th-St-APT-43-Bronx-NY-10451/2083049119_zpid/,Kathleen Collins,(718) 676-1371,https://www.greatschools.org/school?id=01840&state=NY,Hostos-Lincoln Academy of Science,5,1,2,"$115,000",,$91/mo,850,Condo for sale,"$1,900/mo","$115,031"
"Townhouse for sale, 19550 N Grayhawk Dr, Scottsdale, AZ 85255, $340,000",https://www.greatschools.org/school?id=00746&state=AZ,Grayhawk Elementary School,10,"$1,823",https://www.greatschools.org/school?id=02893&state=AZ,Mountain Trail Middle School,8,$245/mo,https://www.zillow.com/homedetails/19550-N-Grayhawk-Dr-Scottsdale-AZ-85255/2109746155_zpid/,Janet Pennewell,,https://www.greatschools.org/school?id=02893&state=AZ,Mountain Trail Middle School,8,2,2,"$340,000",,$193/mo,"1,311",Townhouse for sale,"$2,200","$332,465"
"Townhouse for sale, 12 E 80th St, New York, NY 10075, $27,000,000",,,,,,,,,https://www.zillow.com/homedetails/12-E-80th-St-New-York-NY-10075/31540059_zpid/,,,,,,10,8,"$27,000,000",,,"10,000",Townhouse for sale,,
"House for sale, 7 Sandgap St, Staten Island, NY 10312, $549,000",https://www.greatschools.org/school?id=02215&state=NY,Ps 55 Henry M Boehm,6,"$2,712",https://www.greatschools.org/school?id=01972&state=NY,Is 7 Elias Bernstein,5,$0/mo,https://www.zillow.com/homedetails/7-Sandgap-St-Staten-Island-NY-10312/32351133_zpid/,Danielle Stout,Defalco Realty ,https://www.greatschools.org/school?id=01972&state=NY,Is 7 Elias Bernstein,9,2,3,"$549,000",--,$398/mo,"1,200",House for sale,"$2,300",
"Co-op for sale, 85 Stanton St APT 3B, New York, NY 10002, $699,000",https://www.greatschools.org/school?id=02068&state=NY,Ps 15 Roberto Clemente,6,"$4,349",https://www.greatschools.org/school?id=01831&state=NY,East Side Community School,,$960/mo,https://www.zillow.com/homedetails/85-Stanton-St-APT-3B-New-York-NY-10002/72511667_zpid/,Brian J. Earley,Source: Compass via MLS,https://www.greatschools.org/school?id=01831&state=NY,East Side Community School,6,1,2,"$699,000",--,$513/mo,--,Co-op for sale,"$3,200/mo","$691,602"
"House for sale, 247 E 60th St, New York, NY 10022, $8,500,000",https://www.greatschools.org/school?id=13501&state=NY,"East Side Elementary School, PS 267",10,"$42,011",https://www.greatschools.org/school?id=06273&state=NY,Life Sciences Secondary School,8,$0/mo,https://www.zillow.com/homedetails/247-E-60th-St-New-York-NY-10022/31535880_zpid/,albert.mamiye@am.jll.com,Source: StreetEasy,https://www.greatschools.org/school?id=06273&state=NY,Life Sciences Secondary School,3,4,6,"$8,500,000","$72,838","$6,233/mo","5,008",House for sale,"$18,750","$7,988,836"
"House for sale, Waltham St, Jamaica, NY 11435, $239,000",https://www.greatschools.org/school?id=02530&state=NY,Ps 160 Walter Francis Bishop,3,"$1,211",https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,3,$0/mo,https://www.zillow.com/homedetails/Waltham-St-Jamaica-NY-11435/2127081772_zpid/,Anderson Minaya,(631) 656-6600,https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,4,3,3,"$239,000",,$167/mo,--,House for sale,,"$236,077"
"Townhouse for sale, 154 Hicks St, Brooklyn, NY 11201, $6,995,000",https://www.greatschools.org/school?id=02048&state=NY,Ps 8 Robert Fulton,7,"$33,232",https://www.greatschools.org/school?id=08808&state=NY,Urban Assembly Institute of Math and Science for Young Women,,$0/mo,https://www.zillow.com/homedetails/154-Hicks-St-Brooklyn-NY-11201/30567474_zpid/,Ravi Kantha,(212) 574-6979,https://www.greatschools.org/school?id=08808&state=NY,Urban Assembly Institute of Math and Science for Young Women,3,7,5,"$6,995,000","$19,413","$3,789/mo","5,444",Townhouse for sale,"$6,250","$6,751,849"
